effective_time,spl_product_data_elements,active_ingredient,route,brand_name,substance_name,Time,Year,num_substance
20090801,"['NAPRELAN naproxen sodium NAPROXEN SODIUM NAPROXEN ANHYDROUS CITRIC ACID CROSPOVIDONE MAGNESIUM STEARATE CELLULOSE, MICROCRYSTALLINE POVIDONE TALC HYPROMELLOSES POLYETHYLENE GLYCOL TITANIUM DIOXIDE White Capsule N;500']",None,,,,2009-08-01,2009,0
20191227,"['Eco Earth Power Pink Sun Zinc Oxide, Titanium Dioxide Zinc Oxide ZINC CATION Titanium Dioxide TITANIUM DIOXIDE Water Propanediol']","['Eco Earth Power Pink Sun Zinc Oxide, Titanium Dioxide Zinc Oxide ZINC CATION Titanium Dioxide TITANIUM DIOXIDE Water Propanediol']",,,,2019-12-27,2019,0
20200821,"['donepezil hydrochloride donepezil hydrochloride DONEPEZIL HYDROCHLORIDE DONEPEZIL STARCH, CORN HYPROMELLOSES LACTOSE MONOHYDRATE MAGNESIUM STEARATE POLYETHYLENE GLYCOL, UNSPECIFIED POVIDONE TALC TITANIUM DIOXIDE FERRIC OXIDE RED red-brown round 521']",None,['ORAL'],['donepezil hydrochloride'],['DONEPEZIL HYDROCHLORIDE'],2020-08-21,2020,1
20130910,['Ampicillin Ampicillin Sodium AMPICILLIN SODIUM AMPICILLIN White to Off-white'],None,,,,2013-09-10,2013,0
20200922,"['Aveeno Active Naturals Positively Radiant Daily Moisturizer Broad Spectrum SPF15 Avobenzone, Octinoxate, and Octisalate Avobenzone Avobenzone Octinoxate Octinoxate Octisalate Octisalate Water Alkyl (C12-15) Benzoate Cetostearyl Alcohol Dimethicone Soybean Phenyl Trimethicone Glycerin Arachidyl Alcohol Cetearyl Glucoside Phenoxyethanol Benzyl Alcohol Panthenol Docosanol Steareth-2 Steareth-21 Arachidyl Glucoside Edetate Disodium C13-14 Isoparaffin Laureth-7 Silicon Dioxide Benzalkonium Chloride Iodopropynyl Butylcarbamate Butylated Hydroxytoluene Sodium Hydroxide Citric Acid Monohydrate Titanium Dioxide Mica']","['Aveeno Active Naturals Positively Radiant Daily Moisturizer Broad Spectrum SPF15 Avobenzone, Octinoxate, and Octisalate Avobenzone Avobenzone Octinoxate Octinoxate Octisalate Octisalate Water Alkyl (C12-15) Benzoate Cetostearyl Alcohol Dimethicone Soybean Phenyl Trimethicone Glycerin Arachidyl Alcohol Cetearyl Glucoside Phenoxyethanol Benzyl Alcohol Panthenol Docosanol Steareth-2 Steareth-21 Arachidyl Glucoside Edetate Disodium C13-14 Isoparaffin Laureth-7 Silicon Dioxide Benzalkonium Chloride Iodopropynyl Butylcarbamate Butylated Hydroxytoluene Sodium Hydroxide Citric Acid Monohydrate Titanium Dioxide Mica']",,,,2020-09-22,2020,0
20180109,"['Ramipril Ramipril STARCH, CORN GELATIN, UNSPECIFIED TITANIUM DIOXIDE FD&C BLUE NO. 1 SHELLAC FERROSOFERRIC OXIDE POTASSIUM HYDROXIDE RAMIPRIL RAMIPRILAT RAM;10mg Ramipril Ramipril STARCH, CORN GELATIN, UNSPECIFIED TITANIUM DIOXIDE FD&C BLUE NO. 1 FD&C RED NO. 40 SHELLAC FERROSOFERRIC OXIDE POTASSIUM HYDROXIDE RAMIPRIL RAMIPRILAT RAM;5mg']",None,,,,2018-01-09,2018,0
20201215,"['Childrens Pain Relief Acetaminophen ACETAMINOPHEN ACETAMINOPHEN ANHYDROUS CITRIC ACID BUTYLPARABEN CALCIUM SULFATE, UNSPECIFIED FORM CARRAGEENAN FD&C RED NO. 40 GLYCERIN HIGH FRUCTOSE CORN SYRUP MICROCRYSTALLINE CELLULOSE CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED FORM PROPYLENE GLYCOL WATER SODIUM BENZOATE SORBITOL SODIUM PHOSPHATE, TRIBASIC opaque']","['Childrens Pain Relief Acetaminophen ACETAMINOPHEN ACETAMINOPHEN ANHYDROUS CITRIC ACID BUTYLPARABEN CALCIUM SULFATE, UNSPECIFIED FORM CARRAGEENAN FD&C RED NO. 40 GLYCERIN HIGH FRUCTOSE CORN SYRUP MICROCRYSTALLINE CELLULOSE CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED FORM PROPYLENE GLYCOL WATER SODIUM BENZOATE SORBITOL SODIUM PHOSPHATE, TRIBASIC opaque']",,,,2020-12-15,2020,0
20070207,['SYPRINE trientine hydrochloride trientine hydrochloride trientine gelatin ferric oxide yellow stearic acid titanium dioxide ferrosoferric oxide ferric oxide red light brown opaque SYPRINE;MSD;661'],None,,,,2007-02-07,2007,0
20141018,"['Losartan Potassium Losartan Potassium LOSARTAN POTASSIUM LOSARTAN CELLULOSE, MICROCRYSTALLINE COLLOIDAL SILICON DIOXIDE HYDROXYPROPYL CELLULOSE HYPROMELLOSE 2910 (6 MPA.S) ANHYDROUS LACTOSE MAGNESIUM STEARATE STARCH, PREGELATINIZED CORN TALC TITANIUM DIOXIDE white to off-white oval shaped, biconvex 114 Losartan Potassium Losartan Potassium LOSARTAN POTASSIUM LOSARTAN CELLULOSE, MICROCRYSTALLINE COLLOIDAL SILICON DIOXIDE HYDROXYPROPYL CELLULOSE HYPROMELLOSE 2910 (6 MPA.S) ANHYDROUS LACTOSE MAGNESIUM STEARATE STARCH, PREGELATINIZED CORN TALC TITANIUM DIOXIDE white to off-white oval shaped, biconvex 100;115']",None,,,,2014-10-18,2014,0
20200513,['Liquid Hand Sanitizer Alcohol ALCOHOL ALCOHOL GLYCERIN WATER DMDM HYDANTOIN ALOE VERA LEAF'],['Liquid Hand Sanitizer Alcohol ALCOHOL ALCOHOL GLYCERIN WATER DMDM HYDANTOIN ALOE VERA LEAF'],['TOPICAL'],['Liquid Hand Sanitizer'],['ALCOHOL'],2020-05-13,2020,1
20200119,"['Modafinil modafinil MODAFINIL MODAFINIL CROSCARMELLOSE SODIUM ANHYDROUS DIBASIC CALCIUM PHOSPHATE LACTOSE MONOHYDRATE MAGNESIUM STEARATE MICROCRYSTALLINE CELLULOSE POVIDONE, UNSPECIFIED white to off-white M;573']",None,['ORAL'],['Modafinil'],['MODAFINIL'],2020-01-19,2020,1
20201029,['Cold-EEZE Zinc Gluconate Zinc Gluconate ZINC CATION Corn Syrup Glycine Sucrose semi-translucent P Cold-EEZE Zinc Gluconate Zinc Gluconate ZINC CATION Corn Syrup Glycine Sucrose semi-translucent P tropical orange Cold-EEZE Zinc Gluconate Zinc Gluconate ZINC CATION Corn Syrup Glycine Sucrose semi-translucent P strawberries and cream'],['Cold-EEZE Zinc Gluconate Zinc Gluconate ZINC CATION Corn Syrup Glycine Sucrose semi-translucent P Cold-EEZE Zinc Gluconate Zinc Gluconate ZINC CATION Corn Syrup Glycine Sucrose semi-translucent P tropical orange Cold-EEZE Zinc Gluconate Zinc Gluconate ZINC CATION Corn Syrup Glycine Sucrose semi-translucent P strawberries and cream'],['ORAL'],['Cold-EEZE'],['ZINC GLUCONATE'],2020-10-29,2020,1
20190812,"['Ibuprofen PM IBUPROFEN, DIPHENHYDRAMINE HCL IBUPROFEN IBUPROFEN DIPHENHYDRAMINE HYDROCHLORIDE DIPHENHYDRAMINE FD&C BLUE NO. 1 FD&C RED NO. 40 GELATIN POLYETHYLENE GLYCOL, UNSPECIFIED POTASSIUM HYDROXIDE WATER SORBITAN SORBITOL IBPM1']","['Ibuprofen PM IBUPROFEN, DIPHENHYDRAMINE HCL IBUPROFEN IBUPROFEN DIPHENHYDRAMINE HYDROCHLORIDE DIPHENHYDRAMINE FD&C BLUE NO. 1 FD&C RED NO. 40 GELATIN POLYETHYLENE GLYCOL, UNSPECIFIED POTASSIUM HYDROXIDE WATER SORBITAN SORBITOL IBPM1']",['ORAL'],['Ibuprofen PM'],"['IBUPROFEN', 'DIPHENHYDRAMINE HYDROCHLORIDE']",2019-08-12,2019,2
20131126,['Anti-Bacterial Foaming Mousse Hand Sanitizer Sugar Plum Dream Alcohol ALCOHOL ALCOHOL WATER'],['Anti-Bacterial Foaming Mousse Hand Sanitizer Sugar Plum Dream Alcohol ALCOHOL ALCOHOL WATER'],,,,2013-11-26,2013,0
20181224,['Power Ampoule Whitening Dimethicone Dimethicone DIMETHICONE Water Glycerin'],['Power Ampoule Whitening Dimethicone Dimethicone DIMETHICONE Water Glycerin'],,,,2018-12-24,2018,0
20201204,"['Kindest Kare Advanced Antimicrobial Handwash BENZALKONIUM CHLORIDE BENZALKONIUM CHLORIDE BENZALKONIUM HEXYLENE GLYCOL COCAMIDOPROPYLAMINE OXIDE PEG-80 SORBITAN LAURATE HYPROMELLOSE, UNSPECIFIED PEG-150 DISTEARATE PEG-8 DIMETHICONE SORBITOL GLYCERIN COCAMIDOPROPYL PROPYLENE GLYCOL-DIMONIUM CHLORIDE PHOSPHATE COCO MONOISOPROPANOLAMIDE LAURAMINE OXIDE PHENOXYETHANOL POTASSIUM HYDROXIDE CITRIC ACID MONOHYDRATE']","['Kindest Kare Advanced Antimicrobial Handwash BENZALKONIUM CHLORIDE BENZALKONIUM CHLORIDE BENZALKONIUM HEXYLENE GLYCOL COCAMIDOPROPYLAMINE OXIDE PEG-80 SORBITAN LAURATE HYPROMELLOSE, UNSPECIFIED PEG-150 DISTEARATE PEG-8 DIMETHICONE SORBITOL GLYCERIN COCAMIDOPROPYL PROPYLENE GLYCOL-DIMONIUM CHLORIDE PHOSPHATE COCO MONOISOPROPANOLAMIDE LAURAMINE OXIDE PHENOXYETHANOL POTASSIUM HYDROXIDE CITRIC ACID MONOHYDRATE']",['TOPICAL'],['Kindest Kare Advanced Antimicrobial Handwash'],['BENZALKONIUM CHLORIDE'],2020-12-04,2020,1
20201022,['BREEZE ANTIBACTERIAL HANDSOAP LAVENDER AND JASMINE Benzalkonium chloride BENZALKONIUM CHLORIDE BENZALKONIUM WATER SULISOBENZONE CITRIC ACID MONOHYDRATE COCO DIETHANOLAMIDE COCAMIDOPROPYL BETAINE DMDM HYDANTOIN FD&C BLUE NO. 1 FD&C RED NO. 40 GLYCERIN METHYLCHLOROISOTHIAZOLINONE METHYLISOTHIAZOLINONE SODIUM CHLORIDE SODIUM LAURETH-3 SULFATE EDETATE SODIUM'],['BREEZE ANTIBACTERIAL HANDSOAP LAVENDER AND JASMINE Benzalkonium chloride BENZALKONIUM CHLORIDE BENZALKONIUM WATER SULISOBENZONE CITRIC ACID MONOHYDRATE COCO DIETHANOLAMIDE COCAMIDOPROPYL BETAINE DMDM HYDANTOIN FD&C BLUE NO. 1 FD&C RED NO. 40 GLYCERIN METHYLCHLOROISOTHIAZOLINONE METHYLISOTHIAZOLINONE SODIUM CHLORIDE SODIUM LAURETH-3 SULFATE EDETATE SODIUM'],['TOPICAL'],['BREEZE ANTIBACTERIAL HANDSOAP LAVENDER AND JASMINE'],['BENZALKONIUM CHLORIDE'],2020-10-22,2020,1
20190530,['Tobramycin Tobramycin TOBRAMYCIN TOBRAMYCIN BENZALKONIUM CHLORIDE BORIC ACID SODIUM SULFATE SODIUM CHLORIDE TYLOXAPOL SODIUM HYDROXIDE SULFURIC ACID WATER'],None,,,,2019-05-30,2019,0
20181227,"['Antivert meclizine hydrochloride MECLIZINE HYDROCHLORIDE MECLIZINE ANHYDROUS DIBASIC CALCIUM PHOSPHATE MAGNESIUM STEARATE POLYETHYLENE GLYCOL, UNSPECIFIED SUCROSE FD&C BLUE NO. 1 Antivert;210 Antivert meclizine hydrochloride MECLIZINE HYDROCHLORIDE MECLIZINE ANHYDROUS DIBASIC CALCIUM PHOSPHATE MAGNESIUM STEARATE POLYETHYLENE GLYCOL, UNSPECIFIED SUCROSE FD&C YELLOW NO. 6 D&C YELLOW NO. 10 ALUMINUM OXIDE Antivert;211 Antivert meclizine hydrochloride MECLIZINE HYDROCHLORIDE MECLIZINE ANHYDROUS DIBASIC CALCIUM PHOSPHATE MAGNESIUM STEARATE POLYETHYLENE GLYCOL, UNSPECIFIED SUCROSE FD&C BLUE NO. 1 D&C YELLOW NO. 10 ALUMINUM OXIDE Antivert;214']",None,,,,2018-12-27,2018,0
20190710,['DocQLace docusate sodium DOCUSATE SODIUM DOCUSATE FD&C RED NO. 40 FD&C YELLOW NO. 6 GELATIN GLYCERIN POLYETHYLENE GLYCOL 400 WATER SORBITOL Reddish SCU1'],['DocQLace docusate sodium DOCUSATE SODIUM DOCUSATE FD&C RED NO. 40 FD&C YELLOW NO. 6 GELATIN GLYCERIN POLYETHYLENE GLYCOL 400 WATER SORBITOL Reddish SCU1'],,,,2019-07-10,2019,0
20130610,['Sorbitol Sorbitol SORBITOL SORBITOL WATER'],['Sorbitol Sorbitol SORBITOL SORBITOL WATER'],,,,2013-06-10,2013,0
20110601,"['Fungal Infection Candida albicans, Sanicula, Tellurium metallicum, Torula cerevisiae, Antimon. crud., Arsenicum alb., Baryta carb., Bryonia, Calc. carb., Carbo veg., Cuprum met., Dulcamara, Graphites, Kali carb., Lachesis, Lycopodium, Mezereum, Nitricum ac., Phosphorus, Phytolacca, Sepia, Silicea, Sulphur, Sulphuricum ac., Zinc. met., Apis mel., Thuja. Candida Albicans Candida Albicans Sanicula Europaea Leaf Sanicula Europaea Leaf Tellurium Tellurium Saccharomyces Cerevisiae Saccharomyces Cerevisiae Antimony Trisulfide Antimony Trisulfide Arsenic Trioxide Arsenic Cation (3+) Barium Carbonate Barium Cation Bryonia Alba Root Bryonia Alba Root Oyster Shell Calcium Carbonate, Crude Oyster Shell Calcium Carbonate, Crude Activated Charcoal Activated Charcoal Copper Copper Solanum Dulcamara Top Solanum Dulcamara Top Graphite Graphite Potassium Carbonate Carbonate Ion Lachesis Muta Venom Lachesis Muta Venom Lycopodium Clavatum Spore Lycopodium Clavatum Spore Daphne Mezereum Bark Daphne Mezereum Bark Nitric Acid Nitric Acid Phosphorus Phosphorus Phytolacca Americana Root Phytolacca Americana Root Sepia Officinalis Juice Sepia Officinalis Juice Silicon Dioxide Silicon Dioxide Sulfur Sulfur Sulfuric Acid Sulfuric Acid Zinc Zinc Apis Mellifera Apis Mellifera Thuja Occidentalis Leafy Twig Thuja Occidentalis Leafy Twig Alcohol Package Label']","['Fungal Infection Candida albicans, Sanicula, Tellurium metallicum, Torula cerevisiae, Antimon. crud., Arsenicum alb., Baryta carb., Bryonia, Calc. carb., Carbo veg., Cuprum met., Dulcamara, Graphites, Kali carb., Lachesis, Lycopodium, Mezereum, Nitricum ac., Phosphorus, Phytolacca, Sepia, Silicea, Sulphur, Sulphuricum ac., Zinc. met., Apis mel., Thuja. Candida Albicans Candida Albicans Sanicula Europaea Leaf Sanicula Europaea Leaf Tellurium Tellurium Saccharomyces Cerevisiae Saccharomyces Cerevisiae Antimony Trisulfide Antimony Trisulfide Arsenic Trioxide Arsenic Cation (3+) Barium Carbonate Barium Cation Bryonia Alba Root Bryonia Alba Root Oyster Shell Calcium Carbonate, Crude Oyster Shell Calcium Carbonate, Crude Activated Charcoal Activated Charcoal Copper Copper Solanum Dulcamara Top Solanum Dulcamara Top Graphite Graphite Potassium Carbonate Carbonate Ion Lachesis Muta Venom Lachesis Muta Venom Lycopodium Clavatum Spore Lycopodium Clavatum Spore Daphne Mezereum Bark Daphne Mezereum Bark Nitric Acid Nitric Acid Phosphorus Phosphorus Phytolacca Americana Root Phytolacca Americana Root Sepia Officinalis Juice Sepia Officinalis Juice Silicon Dioxide Silicon Dioxide Sulfur Sulfur Sulfuric Acid Sulfuric Acid Zinc Zinc Apis Mellifera Apis Mellifera Thuja Occidentalis Leafy Twig Thuja Occidentalis Leafy Twig Alcohol Package Label']",,,,2011-06-01,2011,0
20201105,['STRAIGHT SHOT ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL WATER'],['STRAIGHT SHOT ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL WATER'],['TOPICAL'],['STRAIGHT SHOT'],['ISOPROPYL ALCOHOL'],2020-11-05,2020,1
20201124,['Irinotecan hydrochloide Irinotecan hydrochloide IRINOTECAN HYDROCHLORIDE IRINOTECAN LACTIC ACID SODIUM HYDROXIDE HYDROCHLORIC ACID SORBITOL Irinotecan hydrochloride Irinotecan hydrochloride IRINOTECAN HYDROCHLORIDE IRINOTECAN LACTIC ACID SODIUM HYDROXIDE HYDROCHLORIC ACID SORBITOL'],None,['INTRAVENOUS'],['Irinotecan hydrochloide'],['IRINOTECAN HYDROCHLORIDE'],2020-11-24,2020,1
20141218,"['Aspirin Enteric Coated Aspirin 325 mg ASPIRIN ASPIRIN STARCH, CORN CROSCARMELLOSE SODIUM D&C YELLOW NO. 10 ALUMINUM OXIDE POLYSORBATE 80 FD&C YELLOW NO. 6 DIMETHICONE TRIETHYL CITRATE SODIUM HYDROXIDE SODIUM LAURYL SULFATE TALC TITANIUM DIOXIDE HYPROMELLOSES CELLULOSE, MICROCRYSTALLINE MINERAL OIL METHACRYLIC ACID - METHYL METHACRYLATE COPOLYMER (1:1) A']","['Aspirin Enteric Coated Aspirin 325 mg ASPIRIN ASPIRIN STARCH, CORN CROSCARMELLOSE SODIUM D&C YELLOW NO. 10 ALUMINUM OXIDE POLYSORBATE 80 FD&C YELLOW NO. 6 DIMETHICONE TRIETHYL CITRATE SODIUM HYDROXIDE SODIUM LAURYL SULFATE TALC TITANIUM DIOXIDE HYPROMELLOSES CELLULOSE, MICROCRYSTALLINE MINERAL OIL METHACRYLIC ACID - METHYL METHACRYLATE COPOLYMER (1:1) A']",,,,2014-12-18,2014,0
20130620,['Cephalexin Cephalexin CEPHALEXIN CEPHALEXIN ANHYDROUS ANHYDROUS LACTOSE MAGNESIUM STEARATE FD&C BLUE NO. 1 D&C YELLOW NO. 10 GELATIN SODIUM LAURYL SULFATE TITANIUM DIOXIDE SILICON DIOXIDE SHELLAC PROPYLENE GLYCOL AMMONIA POTASSIUM HYDROXIDE FERROSOFERRIC OXIDE light green cap and body 219 Cephalexin Cephalexin CEPHALEXIN CEPHALEXIN ANHYDROUS ANHYDROUS LACTOSE MAGNESIUM STEARATE FD&C BLUE NO. 1 FD&C RED NO. 40 D&C YELLOW NO. 10 GELATIN SODIUM LAURYL SULFATE TITANIUM DIOXIDE SILICON DIOXIDE SHELLAC PROPYLENE GLYCOL AMMONIA POTASSIUM HYDROXIDE FERROSOFERRIC OXIDE Dark Green cap and body 220'],None,,,,2013-06-20,2013,0
20111104,['Acne Clear Natural Medicine ANTIMONY POTASSIUM TARTRATE POTASSIUM CATION ASTERIAS RUBENS ASTERIAS RUBENS IRON IRON CALCIUM SULFIDE CALCIUM CATION POTASSIUM BROMIDE POTASSIUM CATION SODIUM CHLORIDE SODIUM CATION SANGUINARIA CANADENSIS ROOT SANGUINARIA CANADENSIS ROOT SELENIUM SELENIUM SEPIA OFFICINALIS JUICE SEPIA OFFICINALIS JUICE SILICON DIOXIDE SILICON DIOXIDE SULFUR SULFUR THUJA OCCIDENTALIS LEAFY TWIG THUJA OCCIDENTALIS LEAFY TWIG WATER'],['Acne Clear Natural Medicine ANTIMONY POTASSIUM TARTRATE POTASSIUM CATION ASTERIAS RUBENS ASTERIAS RUBENS IRON IRON CALCIUM SULFIDE CALCIUM CATION POTASSIUM BROMIDE POTASSIUM CATION SODIUM CHLORIDE SODIUM CATION SANGUINARIA CANADENSIS ROOT SANGUINARIA CANADENSIS ROOT SELENIUM SELENIUM SEPIA OFFICINALIS JUICE SEPIA OFFICINALIS JUICE SILICON DIOXIDE SILICON DIOXIDE SULFUR SULFUR THUJA OCCIDENTALIS LEAFY TWIG THUJA OCCIDENTALIS LEAFY TWIG WATER'],,,,2011-11-04,2011,0
20200606,"['Allergy Relief Diphenhydramine HCl DIPHENHYDRAMINE HYDROCHLORIDE DIPHENHYDRAMINE BUTYLPARABEN D&C RED NO. 28 FD&C BLUE NO. 1 GELATIN, UNSPECIFIED ANHYDROUS LACTOSE MAGNESIUM STEARATE METHYLPARABEN PROPYLPARABEN POLYSORBATE 80 STARCH, CORN FD&C RED NO. 40 SILICON DIOXIDE 44;107']","['Allergy Relief Diphenhydramine HCl DIPHENHYDRAMINE HYDROCHLORIDE DIPHENHYDRAMINE BUTYLPARABEN D&C RED NO. 28 FD&C BLUE NO. 1 GELATIN, UNSPECIFIED ANHYDROUS LACTOSE MAGNESIUM STEARATE METHYLPARABEN PROPYLPARABEN POLYSORBATE 80 STARCH, CORN FD&C RED NO. 40 SILICON DIOXIDE 44;107']",['ORAL'],['Allergy Relief'],['DIPHENHYDRAMINE HYDROCHLORIDE'],2020-06-06,2020,1
20110106,"['MyHist DM Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride, and Pyrilamine Maleate DEXTROMETHORPHAN HYDROBROMIDE DEXTROMETHORPHAN PHENYLEPHRINE HYDROCHLORIDE PHENYLEPHRINE PYRILAMINE MALEATE PYRILAMINE ANHYDROUS CITRIC ACID EDETATE DISODIUM GLYCERIN METHYLPARABEN PROPYLENE GLYCOL PROPYLPARABEN WATER SACCHARIN SODIUM SODIUM CITRATE SORBITOL']","['MyHist DM Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride, and Pyrilamine Maleate DEXTROMETHORPHAN HYDROBROMIDE DEXTROMETHORPHAN PHENYLEPHRINE HYDROCHLORIDE PHENYLEPHRINE PYRILAMINE MALEATE PYRILAMINE ANHYDROUS CITRIC ACID EDETATE DISODIUM GLYCERIN METHYLPARABEN PROPYLENE GLYCOL PROPYLPARABEN WATER SACCHARIN SODIUM SODIUM CITRATE SORBITOL']",,,,2011-01-06,2011,0
20161021,['Daylogic Antibacterial Foaming Wash Refill Benzalkonium Chloride BENZALKONIUM CHLORIDE BENZALKONIUM WATER COCAMIDOPROPYL BETAINE POLYSORBATE 20 GLYCERIN SODIUM CITRATE XANTHAN GUM POLYQUATERNIUM-7 (70/30 ACRYLAMIDE/DADMAC; 1600000 MW) DECYL GLUCOSIDE EDETATE SODIUM CITRIC ACID MONOHYDRATE GREEN TEA LEAF ALOE VERA LEAF METHYLCHLOROISOTHIAZOLINONE METHYLISOTHIAZOLINONE FD&C RED NO. 4 FD&C YELLOW NO. 5'],['Daylogic Antibacterial Foaming Wash Refill Benzalkonium Chloride BENZALKONIUM CHLORIDE BENZALKONIUM WATER COCAMIDOPROPYL BETAINE POLYSORBATE 20 GLYCERIN SODIUM CITRATE XANTHAN GUM POLYQUATERNIUM-7 (70/30 ACRYLAMIDE/DADMAC; 1600000 MW) DECYL GLUCOSIDE EDETATE SODIUM CITRIC ACID MONOHYDRATE GREEN TEA LEAF ALOE VERA LEAF METHYLCHLOROISOTHIAZOLINONE METHYLISOTHIAZOLINONE FD&C RED NO. 4 FD&C YELLOW NO. 5'],['TOPICAL'],['Daylogic Antibacterial Foaming Wash Refill'],['BENZALKONIUM CHLORIDE'],2016-10-21,2016,1
20200310,"['Oxymorphone hydrochloride Oxymorphone hydrochloride OXYMORPHONE HYDROCHLORIDE OXYMORPHONE CELLULOSE, MICROCRYSTALLINE LACTOSE MONOHYDRATE HYPROMELLOSES XANTHAN GUM MAGNESIUM STEARATE POLYVINYL ALCOHOL, UNSPECIFIED POLYETHYLENE GLYCOL, UNSPECIFIED TALC TITANIUM DIOXIDE G76']",None,,,,2020-03-10,2020,0
20130620,"['Cefadroxil Cefadroxil CEFADROXIL CEFADROXIL ANHYDROUS D&C RED NO. 28 FD&C BLUE NO. 1 FD&C RED NO. 40 GELATIN CELLULOSE, MICROCRYSTALLINE CROSPOVIDONE SHELLAC POTASSIUM HYDROXIDE MAGNESIUM STEARATE PROPYLENE GLYCOL TITANIUM DIOXIDE FERROSOFERRIC OXIDE Cap Body LU;F11']",None,,,,2013-06-20,2013,0
20200710,"['Signature Care Advanced Hand Sanitizer with Aloe Alcohol ALCOHOL ALCOHOL WATER PROPYLENE GLYCOL ALOE VERA LEAF AMINOMETHYLPROPANOL GLYCERIN .ALPHA.-TOCOPHEROL ACETATE, D- FD&C BLUE NO. 1 FD&C YELLOW NO. 5']","['Signature Care Advanced Hand Sanitizer with Aloe Alcohol ALCOHOL ALCOHOL WATER PROPYLENE GLYCOL ALOE VERA LEAF AMINOMETHYLPROPANOL GLYCERIN .ALPHA.-TOCOPHEROL ACETATE, D- FD&C BLUE NO. 1 FD&C YELLOW NO. 5']",['TOPICAL'],['Signature Care Advanced Hand Sanitizer with Aloe'],['ALCOHOL'],2020-07-10,2020,1
20141226,['anti-bacterial hand sanitizer ETHYL ALCOHOL Alcohol Alcohol WATER GLYCERIN PROPYLENE GLYCOL CARBOMER INTERPOLYMER TYPE A (ALLYL SUCROSE CROSSLINKED) TROLAMINE ALOE VERA LEAF .ALPHA.-TOCOPHEROL ACETATE FD&C YELLOW NO. 5'],['anti-bacterial hand sanitizer ETHYL ALCOHOL Alcohol Alcohol WATER GLYCERIN PROPYLENE GLYCOL CARBOMER INTERPOLYMER TYPE A (ALLYL SUCROSE CROSSLINKED) TROLAMINE ALOE VERA LEAF .ALPHA.-TOCOPHEROL ACETATE FD&C YELLOW NO. 5'],,,,2014-12-26,2014,0
20201026,['Oxygen Oxygen oxygen OXYGEN'],None,['RESPIRATORY (INHALATION)'],['Oxygen'],['OXYGEN'],2020-10-26,2020,1
20191030,"['Metoprolol Tartrate Metoprolol Tartrate METOPROLOL TARTRATE METOPROLOL MICROCRYSTALLINE CELLULOSE STARCH, CORN SODIUM STARCH GLYCOLATE TYPE A POTATO SILICON DIOXIDE SODIUM LAURYL SULFATE TALC MAGNESIUM STEARATE HYPROMELLOSE 2910 (6 MPA.S) TITANIUM DIOXIDE POLYETHYLENE GLYCOL 400 POLYSORBATE 80 FD&C BLUE NO. 2 Light Blue C;75']",None,,,,2019-10-30,2019,0
20170923,"['Azithromycin Azithromycin AZITHROMYCIN ANHYDROUS AZITHROMYCIN ANHYDROUS CELLULOSE, MICROCRYSTALLINE CROSCARMELLOSE SODIUM HYDROXYPROPYL CELLULOSE (TYPE H) HYPROMELLOSES MAGNESIUM STEARATE MAGNESIUM TRISILICATE POLYETHYLENE GLYCOLS SILICON DIOXIDE SODIUM LAURYL SULFATE STARCH, CORN TITANIUM DIOXIDE white film-coated oval shaped biconvex W962']",None,,,,2017-09-23,2017,0
20200905,['Methylphenidate Hydrochloride Methylphenidate Hydrochloride METHYLPHENIDATE HYDROCHLORIDE METHYLPHENIDATE LACTOSE MONOHYDRATE MAGNESIUM STEARATE POLYETHYLENE GLYCOL 8000 TALC FD&C BLUE NO. 2 FD&C RED NO. 40 Light purple 228;S5'],None,['ORAL'],['Methylphenidate Hydrochloride'],['METHYLPHENIDATE HYDROCHLORIDE'],2020-09-05,2020,1
20181205,"['ACTICON Dexbrompheniramine maleate, pseudoephedrine hydrochloride DEXBROMPHENIRAMINE MALEATE DEXBROMPHENIRAMINE PSEUDOEPHEDRINE HYDROCHLORIDE PSEUDOEPHEDRINE CITRIC ACID MONOHYDRATE GLYCERIN METHYLPARABEN PROPYLENE GLYCOL PROPYLPARABEN WATER SODIUM CITRATE, UNSPECIFIED FORM SUCRALOSE']","['ACTICON Dexbrompheniramine maleate, pseudoephedrine hydrochloride DEXBROMPHENIRAMINE MALEATE DEXBROMPHENIRAMINE PSEUDOEPHEDRINE HYDROCHLORIDE PSEUDOEPHEDRINE CITRIC ACID MONOHYDRATE GLYCERIN METHYLPARABEN PROPYLENE GLYCOL PROPYLPARABEN WATER SODIUM CITRATE, UNSPECIFIED FORM SUCRALOSE']",['ORAL'],['ACTICON'],"['DEXBROMPHENIRAMINE MALEATE', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",2018-12-05,2018,2
